Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age_Group,Attrition_Status,Satisfaction_level,Wlb_Label
56,Female,Single,IT,Executive,4,"? 18,977.00",20,15,5,4,4,3,3,55,Yes,7,54,0,3,1,2,29,2,No,50-59,0,Medium,Excellent
36,Male,Single,Marketing,Executive,5,"? 13,328.00",25,5,8,1,4,5,1,97,Yes,1,54,15,1,1,2,31,1,No,30-39,0,Very High,Excellent
21,Male,Married,HR,Manager,4,"? 3,331.00",35,24,2,9,1,2,2,81,No,4,48,2,1,1,2,22,1,No,20-29,0,Low,Poor
21,Male,Married,Marketing,Assistant,1,"? 18,790.00",77,1,10,5,4,5,4,5,No,1,56,16,3,1,3,6,1,Yes,20-29,1,Very High,Excellent
47,Male,Divorced,Finance,Analyst,1,"? 6,834.00",44,9,9,9,2,5,2,2,No,1,44,3,1,2,1,47,3,Yes,40-49,1,Very High,Average
42,Female,Divorced,Finance,Executive,2,"? 19,177.00",96,9,2,7,1,5,4,39,No,7,33,2,4,4,4,12,3,Yes,40-49,1,Very High,Poor
56,Female,Divorced,Marketing,Analyst,4,"? 11,899.00",35,13,9,6,4,1,4,77,Yes,5,30,0,4,2,4,26,1,No,50-59,0,Very Low,Excellent
51,Female,Divorced,Sales,Executive,5,"? 10,210.00",37,11,10,4,3,5,4,37,Yes,8,46,5,1,1,1,10,2,Yes,50-59,1,Very High,Good
52,Female,Divorced,IT,Manager,2,"? 8,804.00",75,28,6,2,4,2,4,16,No,2,48,10,3,4,2,12,3,No,50-59,0,Low,Excellent
20,Female,Married,HR,Assistant,3,"? 10,733.00",44,23,12,3,3,1,4,50,No,6,50,7,1,1,3,15,4,No,20-29,0,Very Low,Good
38,Female,Divorced,Sales,Assistant,5,"? 3,252.00",60,24,12,1,2,5,4,26,No,9,43,5,1,3,1,18,1,No,30-39,0,Very High,Average
21,Male,Married,Marketing,Analyst,3,"? 12,190.00",74,29,5,5,1,5,4,36,Yes,3,38,4,3,2,1,5,3,No,20-29,0,Very High,Poor
45,Female,Divorced,Marketing,Manager,2,"? 17,122.00",32,9,7,7,4,2,2,25,No,6,44,4,2,4,3,15,1,No,40-49,0,Low,Excellent
51,Female,Single,IT,Analyst,1,"? 8,827.00",76,29,14,7,2,3,4,77,Yes,9,42,17,3,3,3,28,2,No,50-59,0,Medium,Average
25,Female,Divorced,IT,Manager,5,"? 11,484.00",59,5,7,8,3,2,2,59,No,3,38,9,4,4,4,9,4,No,20-29,0,Low,Good
51,Male,Single,Marketing,Executive,5,"? 10,552.00",75,14,4,4,2,4,3,99,Yes,5,47,13,2,3,1,36,2,Yes,50-59,1,High,Average
23,Female,Married,Sales,Executive,2,"? 17,351.00",73,27,7,9,2,2,1,87,No,6,42,14,2,3,4,17,3,No,20-29,0,Low,Average
30,Female,Divorced,Sales,Manager,5,"? 19,420.00",49,16,3,5,3,3,3,20,Yes,1,59,14,3,4,3,21,4,No,30-39,0,Medium,Good
36,Male,Married,Sales,Executive,5,"? 4,444.00",36,2,3,1,1,2,3,64,Yes,8,40,4,1,1,3,27,2,No,30-39,0,Low,Poor
57,Female,Divorced,HR,Assistant,2,"? 10,793.00",38,15,7,9,2,1,2,61,No,3,55,1,3,4,1,29,2,No,50-59,0,Very Low,Average
43,Male,Married,HR,Manager,4,"? 9,677.00",65,17,1,3,2,1,1,41,Yes,8,34,5,4,4,3,43,2,Yes,40-49,1,Very Low,Average
24,Male,Divorced,Sales,Manager,2,"? 10,861.00",79,5,8,2,3,2,1,95,No,1,55,9,4,2,1,42,1,Yes,20-29,1,Low,Good
53,Female,Divorced,Marketing,Analyst,5,"? 16,268.00",29,24,11,8,3,1,4,62,Yes,4,48,7,2,4,4,39,1,Yes,50-59,1,Very Low,Good
25,Female,Single,IT,Manager,2,"? 13,634.00",42,10,2,5,2,3,3,74,Yes,4,35,17,3,2,3,10,4,No,20-29,0,Medium,Average
41,Male,Married,Finance,Analyst,5,"? 9,420.00",56,15,1,5,4,4,3,57,No,8,32,12,4,1,2,40,2,No,40-49,0,High,Excellent
30,Female,Married,IT,Manager,3,"? 7,378.00",34,20,6,3,3,4,2,80,Yes,4,45,6,2,2,2,3,3,No,30-39,0,High,Good
35,Female,Married,IT,Assistant,3,"? 3,998.00",57,4,4,5,1,3,4,61,No,4,47,18,2,4,1,4,2,No,30-39,0,Medium,Poor
52,Male,Married,Finance,Assistant,1,"? 7,302.00",94,4,7,0,4,5,1,66,Yes,7,39,3,4,2,2,49,2,No,50-59,0,Very High,Excellent
28,Male,Married,Sales,Assistant,2,"? 10,830.00",83,24,12,8,4,5,3,28,No,8,32,8,3,3,3,34,4,No,20-29,0,Very High,Excellent
25,Female,Single,IT,Analyst,2,"? 17,898.00",77,29,3,2,2,4,3,18,Yes,6,31,6,3,3,2,42,2,Yes,20-29,1,High,Average
35,Male,Divorced,Finance,Analyst,3,"? 17,054.00",57,7,11,4,1,1,3,96,Yes,4,30,9,2,3,3,14,4,No,30-39,0,Very Low,Poor
48,Female,Single,Marketing,Executive,3,"? 9,735.00",93,29,2,6,4,1,2,4,Yes,7,45,19,1,3,1,23,1,No,40-49,0,Very Low,Excellent
22,Female,Married,Marketing,Analyst,3,"? 3,130.00",16,27,12,1,3,5,2,65,Yes,9,45,4,4,1,1,31,4,No,20-29,0,Very High,Good
39,Female,Married,Marketing,Analyst,1,"? 15,423.00",91,1,11,3,1,4,1,8,No,2,59,6,2,1,4,38,1,No,30-39,0,High,Poor
55,Female,Divorced,Sales,Assistant,1,"? 14,609.00",37,26,4,5,1,2,4,40,No,3,52,1,3,2,4,40,4,No,50-59,0,Low,Poor
38,Male,Single,IT,Manager,4,"? 13,409.00",26,22,4,0,2,2,2,24,No,1,51,8,1,2,1,49,1,No,30-39,0,Low,Average
45,Female,Divorced,IT,Analyst,2,"? 4,186.00",60,20,11,5,4,1,1,83,Yes,7,33,19,2,2,3,3,4,Yes,40-49,1,Very Low,Excellent
22,Male,Divorced,HR,Executive,1,"? 7,294.00",47,2,4,4,3,3,3,74,No,6,42,11,4,1,4,13,2,No,20-29,0,Medium,Good
38,Female,Single,Marketing,Manager,5,"? 11,135.00",58,19,3,1,4,5,1,11,No,8,48,7,3,1,1,19,4,No,30-39,0,Very High,Excellent
39,Female,Divorced,Sales,Analyst,2,"? 14,004.00",39,4,7,5,4,1,1,64,No,2,35,5,1,2,4,34,2,No,30-39,0,Very Low,Excellent
51,Male,Single,Finance,Manager,4,"? 12,709.00",49,26,5,4,3,3,3,87,No,5,45,10,1,2,3,31,1,No,50-59,0,Medium,Good
26,Female,Single,Sales,Manager,3,"? 19,389.00",49,23,11,0,4,3,3,80,No,1,33,8,2,2,3,3,3,No,20-29,0,Medium,Excellent
52,Male,Married,IT,Manager,4,"? 5,150.00",79,1,4,5,1,5,2,15,Yes,9,35,5,4,3,3,6,4,No,50-59,0,Very High,Poor
59,Male,Divorced,Marketing,Manager,2,"? 17,144.00",57,1,5,6,2,3,3,54,Yes,2,54,12,4,2,4,49,4,No,50-59,0,Medium,Average
58,Female,Married,HR,Manager,3,"? 15,458.00",82,3,7,8,2,3,3,37,Yes,7,36,19,3,1,3,47,2,No,50-59,0,Medium,Average
37,Female,Divorced,Sales,Analyst,4,"? 8,808.00",76,18,4,1,1,5,4,42,No,7,48,9,2,2,1,47,3,No,30-39,0,Very High,Poor
59,Female,Divorced,HR,Manager,4,"? 10,892.00",45,3,12,5,4,4,3,7,No,4,57,11,2,1,2,27,2,No,50-59,0,High,Excellent
20,Female,Married,IT,Manager,2,"? 8,553.00",42,3,13,5,4,2,4,52,No,6,49,4,3,4,2,6,3,No,20-29,0,Low,Excellent
30,Male,Married,Finance,Executive,1,"? 10,154.00",25,27,14,0,2,4,3,60,No,2,54,4,2,3,1,8,4,No,30-39,0,High,Average
47,Female,Married,Sales,Executive,5,"? 10,139.00",46,13,10,7,2,2,2,87,No,2,59,3,2,2,1,32,3,Yes,40-49,1,Low,Average
44,Female,Single,IT,Manager,4,"? 18,479.00",80,1,5,4,3,2,3,69,No,9,43,19,1,2,3,13,2,No,40-49,0,Low,Good
42,Female,Divorced,Marketing,Analyst,5,"? 3,177.00",74,13,6,1,3,5,1,45,No,1,42,7,2,1,3,35,2,Yes,40-49,1,Very High,Good
50,Female,Single,Sales,Executive,2,"? 18,488.00",65,22,6,4,3,4,1,8,No,6,51,10,4,2,4,2,2,Yes,50-59,1,High,Good
49,Female,Divorced,HR,Executive,2,"? 13,802.00",73,24,12,3,3,5,3,66,No,1,47,13,3,4,4,33,1,No,40-49,0,Very High,Good
54,Male,Divorced,Sales,Manager,1,"? 7,513.00",91,5,12,6,2,4,1,99,Yes,6,55,15,4,1,3,16,3,No,50-59,0,High,Average
26,Female,Single,IT,Analyst,3,"? 11,745.00",31,17,7,9,4,3,2,22,No,4,53,6,1,2,4,29,4,Yes,20-29,1,Medium,Excellent
35,Male,Single,IT,Assistant,5,"? 14,581.00",82,11,10,7,1,1,3,30,Yes,5,59,16,3,2,2,37,2,No,30-39,0,Very Low,Poor
45,Female,Divorced,HR,Analyst,4,"? 10,774.00",52,10,13,0,2,4,3,33,No,4,48,16,2,3,3,44,3,No,40-49,0,High,Average
21,Female,Married,IT,Executive,3,"? 19,625.00",78,27,3,0,1,4,2,34,Yes,5,32,17,1,2,2,10,3,No,20-29,0,High,Poor
20,Female,Married,Sales,Executive,5,"? 12,571.00",17,23,12,7,1,3,3,47,Yes,3,34,5,1,4,4,32,4,No,20-29,0,Medium,Poor
31,Male,Married,HR,Executive,5,"? 12,788.00",68,27,8,3,4,3,3,80,No,6,54,8,3,2,4,31,3,No,30-39,0,Medium,Excellent
24,Female,Married,IT,Executive,3,"? 11,028.00",90,15,5,7,4,2,4,20,No,1,39,15,3,3,1,13,3,No,20-29,0,Low,Excellent
56,Male,Divorced,IT,Executive,3,"? 16,749.00",58,13,1,6,1,1,2,66,No,2,36,7,2,4,4,38,2,Yes,50-59,1,Very Low,Poor
51,Male,Married,Sales,Manager,1,"? 16,753.00",96,10,4,8,2,1,1,37,Yes,6,44,18,2,3,1,16,4,No,50-59,0,Very Low,Average
28,Female,Married,IT,Manager,4,"? 13,196.00",44,9,11,6,1,1,3,52,No,9,53,5,4,4,1,26,3,No,20-29,0,Very Low,Poor
54,Male,Married,Sales,Manager,4,"? 4,300.00",89,28,4,3,4,4,3,34,No,5,52,15,1,1,1,4,2,No,50-59,0,High,Excellent
38,Female,Divorced,Marketing,Executive,4,"? 10,923.00",99,7,14,4,3,4,4,97,Yes,2,53,17,1,4,1,28,2,No,30-39,0,High,Good
35,Female,Single,Sales,Manager,3,"? 9,673.00",68,25,8,6,4,5,3,13,Yes,5,53,12,4,1,2,15,4,No,30-39,0,Very High,Excellent
22,Male,Married,Finance,Executive,1,"? 14,976.00",62,10,13,1,4,2,4,79,Yes,6,47,4,2,1,3,44,3,No,20-29,0,Low,Excellent
39,Female,Divorced,IT,Analyst,2,"? 7,287.00",49,9,10,2,2,3,4,57,Yes,2,43,9,4,3,1,38,3,No,30-39,0,Medium,Average
43,Female,Divorced,Marketing,Assistant,1,"? 17,384.00",82,13,9,2,1,3,4,67,Yes,7,47,1,4,4,1,27,3,No,40-49,0,Medium,Poor
52,Male,Married,HR,Analyst,3,"? 9,237.00",40,16,3,8,1,3,4,72,Yes,8,38,7,2,1,4,28,2,No,50-59,0,Medium,Poor
43,Male,Single,Finance,Assistant,1,"? 6,805.00",86,2,12,1,1,5,1,37,No,8,33,17,3,2,1,24,4,No,40-49,0,Very High,Poor
30,Male,Single,HR,Manager,3,"? 5,214.00",70,8,11,3,3,5,2,14,No,6,51,13,3,1,2,27,4,No,30-39,0,Very High,Good
27,Male,Single,Finance,Assistant,5,"? 19,621.00",90,28,10,7,3,4,2,53,Yes,4,44,5,3,4,2,23,1,No,20-29,0,High,Good
55,Male,Divorced,Marketing,Analyst,5,"? 3,732.00",83,23,1,0,3,5,3,64,No,2,52,3,1,4,1,13,1,No,50-59,0,Very High,Good
57,Male,Married,Marketing,Analyst,2,"? 17,925.00",94,28,11,8,3,5,2,9,Yes,1,30,7,1,4,1,4,2,Yes,50-59,1,Very High,Good
59,Female,Married,Marketing,Assistant,5,"? 5,824.00",78,7,13,5,3,3,4,10,No,8,44,0,4,4,1,45,2,No,50-59,0,Medium,Good
39,Male,Divorced,Finance,Analyst,2,"? 5,454.00",43,2,13,3,4,5,4,94,No,5,53,15,4,4,3,33,2,No,30-39,0,Very High,Excellent
54,Male,Married,Sales,Manager,4,"? 15,497.00",92,1,11,4,2,2,1,35,No,9,40,3,1,3,2,31,1,No,50-59,0,Low,Average
44,Female,Married,HR,Analyst,3,"? 14,575.00",73,4,8,6,2,5,1,97,Yes,8,30,10,2,3,3,2,2,No,40-49,0,Very High,Average
54,Female,Single,Sales,Assistant,4,"? 11,168.00",39,23,9,7,4,1,3,56,No,2,55,16,2,1,3,27,1,No,50-59,0,Very Low,Excellent
44,Male,Married,Sales,Manager,4,"? 5,424.00",86,6,4,4,3,5,2,37,No,9,53,3,4,2,4,22,1,No,40-49,0,Very High,Good
48,Male,Married,IT,Assistant,2,"? 9,183.00",41,26,5,6,4,4,1,80,Yes,4,43,15,2,4,3,11,1,No,40-49,0,High,Excellent
37,Female,Divorced,HR,Executive,3,"? 19,469.00",36,2,4,2,4,2,4,67,No,3,44,19,3,1,3,48,3,No,30-39,0,Low,Excellent
37,Male,Divorced,Finance,Executive,2,"? 5,016.00",85,7,4,1,4,5,4,36,No,9,46,12,4,1,3,28,2,Yes,30-39,1,Very High,Excellent
21,Male,Single,IT,Manager,1,"? 14,678.00",61,10,11,1,1,4,1,17,Yes,2,31,11,3,2,3,34,2,Yes,20-29,1,High,Poor
54,Female,Divorced,IT,Manager,4,"? 8,701.00",90,27,13,9,2,2,1,38,Yes,6,47,6,3,3,2,25,1,No,50-59,0,Low,Average
35,Male,Single,Marketing,Analyst,3,"? 15,931.00",69,9,3,2,4,5,1,35,Yes,7,49,12,4,1,2,2,3,No,30-39,0,Very High,Excellent
55,Female,Single,Finance,Assistant,4,"? 12,463.00",23,2,10,5,3,2,2,39,No,8,47,6,3,4,1,40,4,No,50-59,0,Low,Good
52,Male,Married,Sales,Executive,1,"? 18,002.00",68,26,4,9,4,1,4,6,Yes,3,58,5,3,4,1,10,1,No,50-59,0,Very Low,Excellent
23,Female,Single,Sales,Analyst,1,"? 18,588.00",78,15,9,0,3,3,3,75,Yes,2,51,16,2,2,4,14,1,No,20-29,0,Medium,Good
52,Female,Married,Sales,Executive,3,"? 18,203.00",53,27,7,2,3,5,2,18,Yes,2,42,13,2,3,4,3,1,No,50-59,0,Very High,Good
33,Female,Single,Marketing,Analyst,3,"? 9,971.00",97,15,6,2,1,2,3,36,No,2,36,6,1,2,2,9,2,No,30-39,0,Low,Poor
40,Male,Divorced,Sales,Analyst,1,"? 4,397.00",22,21,12,1,2,4,1,7,No,7,30,17,1,3,3,32,3,No,40-49,0,High,Average
39,Female,Divorced,HR,Executive,4,"? 13,157.00",41,16,9,0,4,1,1,73,Yes,4,31,0,2,2,2,30,2,No,30-39,0,Very Low,Excellent
27,Male,Divorced,Sales,Analyst,5,"? 7,156.00",83,27,11,0,2,3,4,35,No,7,52,16,1,3,3,32,4,No,20-29,0,Medium,Average
26,Female,Single,Sales,Executive,4,"? 4,530.00",47,2,13,0,3,4,4,70,No,6,48,19,1,2,4,3,1,No,20-29,0,High,Good
22,Female,Single,HR,Manager,5,"? 3,774.00",99,17,12,7,4,1,1,91,No,4,58,4,1,2,3,17,1,Yes,20-29,1,Very Low,Excellent
36,Female,Married,Marketing,Assistant,2,"? 10,985.00",24,11,2,5,4,5,3,40,No,5,45,10,1,2,2,49,4,No,30-39,0,Very High,Excellent
52,Male,Married,IT,Analyst,3,"? 11,307.00",30,23,4,8,4,4,2,42,Yes,8,34,14,3,2,1,15,3,No,50-59,0,High,Excellent
31,Male,Married,Finance,Executive,1,"? 10,342.00",25,18,9,2,2,2,1,81,No,6,31,12,2,1,4,22,4,No,30-39,0,Low,Average
41,Female,Married,Marketing,Executive,2,"? 18,364.00",33,22,8,6,4,1,3,36,No,3,42,3,4,3,4,34,4,No,40-49,0,Very Low,Excellent
41,Male,Single,Sales,Assistant,4,"? 16,510.00",78,23,1,5,1,1,1,64,No,8,57,1,1,1,2,46,4,No,40-49,0,Very Low,Poor
49,Male,Single,IT,Assistant,5,"? 18,590.00",66,1,9,8,1,5,4,53,No,7,48,6,3,1,2,13,1,No,40-49,0,Very High,Poor
57,Male,Married,Finance,Assistant,3,"? 11,014.00",91,27,13,8,2,1,3,92,Yes,4,40,14,1,3,4,18,2,No,50-59,0,Very Low,Average
57,Female,Single,Finance,Analyst,5,"? 3,626.00",29,12,10,8,4,3,2,85,Yes,2,55,9,2,3,2,22,4,No,50-59,0,Medium,Excellent
27,Male,Single,Finance,Executive,4,"? 8,961.00",56,25,2,6,1,2,4,21,No,2,51,19,2,2,4,46,3,No,20-29,0,Low,Poor
46,Female,Single,HR,Analyst,4,"? 16,624.00",97,6,1,8,4,5,1,46,No,2,44,12,1,1,1,15,3,No,40-49,0,Very High,Excellent
46,Female,Single,HR,Analyst,1,"? 15,810.00",93,18,2,6,3,3,1,44,Yes,2,43,0,3,3,1,15,1,No,40-49,0,Medium,Good
53,Female,Married,IT,Manager,2,"? 17,259.00",52,17,10,8,3,5,2,87,Yes,8,52,9,2,2,3,8,1,No,50-59,0,Very High,Good
40,Male,Married,Sales,Assistant,3,"? 13,613.00",63,17,11,1,4,5,1,24,Yes,5,33,3,2,3,2,47,3,No,40-49,0,Very High,Excellent
49,Female,Single,IT,Manager,1,"? 8,867.00",91,2,6,1,4,2,2,19,Yes,7,55,2,1,2,2,28,1,No,40-49,0,Low,Excellent
52,Male,Divorced,Sales,Manager,5,"? 14,023.00",98,28,2,6,4,1,2,29,No,7,42,2,2,1,3,48,4,Yes,50-59,1,Very Low,Excellent
47,Male,Married,Marketing,Analyst,2,"? 12,211.00",63,25,14,9,3,5,1,50,Yes,2,37,9,4,2,3,20,3,Yes,40-49,1,Very High,Good
52,Female,Married,Finance,Analyst,3,"? 5,006.00",93,18,1,5,1,4,3,70,No,8,44,14,2,3,3,44,2,No,50-59,0,High,Poor
24,Female,Divorced,Finance,Executive,5,"? 12,754.00",85,15,5,5,3,2,2,2,No,6,31,12,2,2,1,39,4,No,20-29,0,Low,Good
38,Female,Married,HR,Manager,3,"? 12,033.00",69,1,14,4,4,2,1,69,Yes,8,49,14,1,4,1,16,4,No,30-39,0,Low,Excellent
23,Male,Divorced,Marketing,Assistant,3,"? 5,203.00",36,29,11,0,2,4,2,79,Yes,3,58,13,4,4,2,22,4,No,20-29,0,High,Average
54,Male,Divorced,Marketing,Manager,2,"? 18,064.00",57,20,2,6,1,2,4,76,Yes,3,50,18,2,2,1,31,2,No,50-59,0,Low,Poor
36,Female,Single,Sales,Executive,5,"? 6,197.00",64,14,11,1,2,5,3,6,Yes,3,32,1,4,4,2,14,4,No,30-39,0,Very High,Average
47,Female,Married,Marketing,Manager,1,"? 12,901.00",98,13,4,7,3,3,3,28,Yes,9,33,6,4,3,4,44,2,No,40-49,0,Medium,Good
49,Male,Divorced,HR,Manager,1,"? 8,666.00",33,25,11,9,1,1,2,54,Yes,6,34,11,4,4,3,26,3,No,40-49,0,Very Low,Poor
48,Male,Single,Sales,Manager,1,"? 12,256.00",86,12,14,6,1,3,3,74,Yes,9,34,19,1,3,4,46,3,No,40-49,0,Medium,Poor
25,Female,Married,IT,Executive,3,"? 15,473.00",32,8,11,1,2,2,2,1,No,2,42,1,1,4,3,19,4,Yes,20-29,1,Low,Average
54,Male,Single,Sales,Manager,4,"? 4,718.00",24,7,11,1,2,4,4,87,Yes,9,49,2,3,2,3,15,3,No,50-59,0,High,Average
56,Male,Single,IT,Analyst,2,"? 14,524.00",64,8,8,9,2,2,3,25,Yes,3,41,15,3,3,3,48,1,No,50-59,0,Low,Average
43,Male,Divorced,Sales,Manager,1,"? 18,765.00",63,18,10,7,2,2,1,44,Yes,8,52,7,4,4,1,29,2,Yes,40-49,1,Low,Average
48,Male,Married,Finance,Analyst,2,"? 5,593.00",55,21,11,4,1,2,3,53,No,3,31,15,2,4,3,36,1,No,40-49,0,Low,Poor
50,Male,Single,IT,Manager,3,"? 3,698.00",29,28,6,7,3,1,3,37,No,4,45,8,1,3,3,34,4,No,50-59,0,Very Low,Good
54,Male,Divorced,HR,Analyst,2,"? 10,568.00",37,15,8,0,2,2,2,8,Yes,9,50,18,3,3,4,24,3,Yes,50-59,1,Low,Average
52,Female,Divorced,IT,Manager,1,"? 4,225.00",90,28,5,8,4,2,1,99,No,4,32,17,4,2,3,14,3,No,50-59,0,Low,Excellent
40,Male,Single,IT,Assistant,1,"? 16,180.00",41,7,2,7,1,2,1,69,No,6,54,2,1,2,4,5,4,No,40-49,0,Low,Poor
51,Female,Single,Sales,Analyst,3,"? 5,702.00",20,1,1,5,2,4,3,53,Yes,7,49,3,4,1,1,1,3,No,50-59,0,High,Average
42,Female,Divorced,Finance,Assistant,3,"? 5,204.00",38,6,12,7,4,5,1,46,Yes,2,32,14,1,1,1,35,3,No,40-49,0,Very High,Excellent
52,Male,Single,Sales,Analyst,5,"? 5,228.00",23,23,8,0,3,2,1,93,No,7,40,0,2,1,4,44,4,No,50-59,0,Low,Good
22,Female,Single,Sales,Manager,3,"? 13,648.00",88,16,1,7,3,2,3,77,No,4,35,17,2,1,3,29,1,Yes,20-29,1,Low,Good
37,Female,Married,Finance,Executive,4,"? 7,948.00",76,24,10,0,2,2,1,47,Yes,7,43,4,2,3,3,31,4,No,30-39,0,Low,Average
44,Female,Divorced,Sales,Manager,4,"? 6,099.00",81,21,9,3,4,1,3,77,Yes,3,54,19,2,4,3,25,2,No,40-49,0,Very Low,Excellent
50,Male,Single,Finance,Executive,1,"? 16,158.00",84,14,4,9,2,4,4,77,No,1,57,15,4,2,1,17,2,No,50-59,0,High,Average
22,Female,Divorced,HR,Assistant,3,"? 15,899.00",92,8,6,2,1,3,1,23,No,9,33,1,1,2,1,49,3,No,20-29,0,Medium,Poor
59,Male,Married,Finance,Executive,4,"? 11,793.00",56,10,6,2,1,5,1,81,No,7,59,4,1,4,4,6,4,No,50-59,0,Very High,Poor
43,Female,Divorced,Marketing,Executive,4,"? 13,256.00",74,27,3,9,1,2,1,1,No,2,31,19,3,2,2,48,4,No,40-49,0,Low,Poor
51,Female,Divorced,Finance,Executive,5,"? 9,978.00",97,17,1,8,2,3,2,95,No,5,44,16,4,2,1,27,4,No,50-59,0,Medium,Average
41,Female,Divorced,Finance,Executive,3,"? 15,098.00",62,15,6,7,2,3,4,89,Yes,4,37,19,1,4,1,13,2,No,40-49,0,Medium,Average
42,Female,Married,Marketing,Assistant,5,"? 3,545.00",70,14,10,9,2,1,3,30,Yes,7,41,5,2,1,3,21,2,No,40-49,0,Very Low,Average
21,Male,Married,Finance,Executive,2,"? 8,932.00",19,20,5,7,3,1,1,20,Yes,2,43,16,2,1,4,10,2,No,20-29,0,Very Low,Good
46,Female,Divorced,IT,Manager,5,"? 9,203.00",93,29,4,6,3,3,1,92,No,8,56,11,4,2,1,44,1,Yes,40-49,1,Medium,Good
21,Female,Divorced,Sales,Analyst,2,"? 11,375.00",68,11,9,7,4,2,3,77,No,7,47,19,3,4,1,40,1,Yes,20-29,1,Low,Excellent
45,Male,Married,Sales,Analyst,2,"? 17,240.00",52,6,13,7,2,5,4,63,Yes,3,58,10,3,4,2,34,4,No,40-49,0,Very High,Average
36,Male,Single,HR,Manager,3,"? 14,462.00",33,4,4,9,1,2,4,48,Yes,6,43,17,2,4,1,46,3,No,30-39,0,Low,Poor
59,Male,Married,HR,Assistant,2,"? 6,303.00",83,29,1,5,1,4,3,46,No,9,33,7,4,2,1,15,3,Yes,50-59,1,High,Poor
52,Female,Divorced,Marketing,Manager,2,"? 14,827.00",87,5,10,7,2,4,3,0,No,1,47,14,2,3,3,23,3,No,50-59,0,High,Average
28,Male,Single,IT,Manager,5,"? 6,286.00",85,11,13,1,4,4,1,33,No,1,54,10,2,1,3,32,1,No,20-29,0,High,Excellent
58,Male,Single,HR,Executive,3,"? 10,489.00",38,12,6,6,1,2,3,31,No,9,42,8,1,4,2,22,2,No,50-59,0,Low,Poor
48,Male,Single,Sales,Executive,3,"? 18,767.00",94,11,13,2,4,1,2,62,Yes,1,46,2,4,3,3,42,4,No,40-49,0,Very Low,Excellent
45,Male,Married,HR,Assistant,2,"? 4,711.00",24,18,7,7,2,3,1,62,Yes,1,30,10,3,2,1,48,2,No,40-49,0,Medium,Average
54,Male,Married,HR,Assistant,5,"? 8,496.00",99,7,1,4,3,3,1,51,Yes,2,45,8,1,2,1,30,2,No,50-59,0,Medium,Good
44,Male,Married,Finance,Analyst,5,"? 15,915.00",35,25,9,4,1,2,3,38,No,3,36,5,2,4,2,27,4,No,40-49,0,Low,Poor
43,Female,Married,HR,Assistant,5,"? 5,250.00",29,23,10,2,4,2,3,75,No,4,52,11,1,1,2,31,2,Yes,40-49,1,Low,Excellent
32,Male,Divorced,Marketing,Manager,5,"? 18,396.00",78,1,2,0,3,5,2,47,Yes,4,37,0,2,4,4,4,1,No,30-39,0,Very High,Good
26,Female,Single,Sales,Analyst,1,"? 7,383.00",27,16,7,1,4,4,2,2,No,3,48,15,1,3,3,40,2,Yes,20-29,1,High,Excellent
55,Male,Divorced,Marketing,Analyst,2,"? 10,451.00",85,18,11,1,3,2,1,13,Yes,8,43,12,4,3,1,34,2,Yes,50-59,1,Low,Good
39,Male,Married,Marketing,Executive,2,"? 12,260.00",54,12,8,6,2,5,1,85,Yes,4,49,18,3,2,3,25,3,No,30-39,0,Very High,Average
20,Male,Married,IT,Executive,2,"? 7,677.00",22,11,8,1,3,5,3,25,Yes,9,56,15,1,1,4,46,3,No,20-29,0,Very High,Good
27,Female,Divorced,Finance,Analyst,3,"? 6,488.00",52,8,1,6,1,1,3,34,No,9,48,17,1,4,3,20,3,No,20-29,0,Very Low,Poor
35,Male,Single,Marketing,Executive,3,"? 6,212.00",66,1,10,0,2,4,2,86,No,4,55,13,3,4,4,24,4,No,30-39,0,High,Average
33,Male,Single,IT,Executive,5,"? 3,916.00",16,16,1,1,2,3,2,3,No,4,47,18,2,3,2,23,3,Yes,30-39,1,Medium,Average
31,Male,Married,Sales,Executive,3,"? 14,430.00",36,2,10,6,1,2,4,44,Yes,3,51,7,1,3,1,45,2,No,30-39,0,Low,Poor
42,Male,Married,Sales,Analyst,4,"? 9,269.00",18,21,4,6,3,1,4,25,Yes,4,58,11,3,3,1,6,1,No,40-49,0,Very Low,Good
34,Female,Married,IT,Analyst,2,"? 15,759.00",66,6,2,1,2,1,2,52,Yes,5,48,10,2,2,3,13,3,No,30-39,0,Very Low,Average
47,Female,Married,Marketing,Analyst,2,"? 9,042.00",21,17,10,9,2,5,3,63,No,2,43,4,2,2,1,5,4,No,40-49,0,Very High,Average
53,Female,Single,Marketing,Manager,1,"? 11,812.00",15,17,12,6,2,3,2,25,Yes,6,33,15,3,2,4,1,1,No,50-59,0,Medium,Average
21,Female,Divorced,Finance,Analyst,1,"? 17,705.00",97,2,4,8,4,1,3,89,No,7,46,18,3,4,4,33,3,No,20-29,0,Very Low,Excellent
